AGE,E401K,FSIZE,INC,MALE,MARR,NETTFA
44,1,3,91.725,0,1,-5.373
39,1,4,75.888,0,1,31.5
56,0,2,23.7,0,0,35
26,0,1,18.36,0,0,0.75
29,0,2,42.828,0,1,-4.995
55,0,3,34.2,1,0,-9.7
38,1,3,65.676,0,1,181.83
64,1,2,25.704,0,1,82.9
52,0,3,33.291,0,1,0.455
27,1,2,18.03,0,0,1.2
57,1,4,34.791,0,1,27.999
56,0,2,38.382,0,1,0.3
52,1,4,37.512,1,1,52
41,1,5,42.213,0,1,1.38
42,1,5,75.249,0,1,34.7
35,0,4,43.134,0,1,-1.501
38,0,3,30.396,0,0,-1.45
59,1,2,68.346,0,1,224.4
63,0,1,26.823,1,0,0.049
34,0,1,12.36,1,0,6.799
39,0,2,39.105,0,1,22.137
28,0,2,39.045,0,1,-5.901
45,0,5,44.019,0,1,-7
38,1,5,45.741,0,1,21.81
54,1,1,37.32,0,0,4.66
56,0,2,38.766,0,1,62.399
29,0,3,18.45,0,1,0.95
54,0,5,36.996,0,1,1.549
55,1,2,76.566,1,0,0
45,1,2,67.989,0,1,-0.107
52,0,3,40.224,0,1,-0.8
29,1,1,60.6,1,0,24
36,1,4,43.164,0,1,6.499
40,0,4,50.364,1,1,43.848
46,0,3,11.592,0,0,-3
32,0,2,41.175,1,1,-1.751
29,1,3,57.096,0,1,-0.301
33,1,7,46.002,0,1,20.24
27,0,2,41.985,0,1,0.42
40,0,5,14.241,0,0,-9
27,0,1,22.296,0,0,-3.3
49,1,6,36.642,0,1,1.9
49,1,5,29.139,0,1,-16.29
41,0,1,31.254,1,0,28
31,0,2,37.317,1,0,-2.431
46,1,2,18.507,0,1,10.307
27,1,4,28.464,0,1,-5.6
38,0,1,35.247,1,0,22.227
27,1,3,54.996,0,1,7.1
38,1,4,33.921,0,1,20.084
50,0,3,31.659,0,1,-0.605
61,0,2,28.05,0,1,11
46,0,1,35.346,0,0,25.9
30,0,4,12.633,0,0,0.317
31,0,3,20.565,0,0,0
59,0,1,31.35,0,0,8.55
28,0,4,43.146,0,1,-7.8
54,0,4,27.858,0,1,-16
39,0,5,14.79,0,1,-117.2
60,0,6,16.14,0,1,4.8
55,1,2,33.738,1,1,-13.67
46,0,2,33.288,1,1,4.14
44,0,1,21.234,1,0,12.5
52,1,2,50.682,0,1,186.605
56,1,3,23.415,0,1,15.348
58,0,1,16.5,0,0,0
28,0,2,14.4,1,0,0.2
41,0,6,84.495,1,1,12.898
44,1,3,96.774,1,1,38.25
46,0,3,60.396,1,1,26
35,0,3,22.8,0,1,3.3
43,0,5,25.5,0,1,-0.088
35,1,8,14.85,0,1,0.2
35,0,5,12.624,0,1,0
32,1,5,40.8,1,1,-2.245
40,0,1,26.073,1,0,4.5
28,0,3,39.642,0,1,-11.745
52,0,2,38.61,0,0,-5.6
64,0,4,53.379,0,1,55.023
34,0,5,96.174,0,1,2.758
52,1,4,35.496,1,1,-2.7
28,0,3,28.293,0,1,0.095
51,0,4,66.573,0,1,74.8
45,1,4,66.3,0,0,44.007
46,1,5,64.449,0,1,241.045
27,0,2,46.05,0,1,-12.5
32,0,1,30.669,0,0,-0.5
46,0,5,80.22,0,1,55
50,1,3,39.24,1,1,13.374
41,0,3,74.592,0,1,197.15
35,0,5,27.624,0,1,0.95
44,0,3,20.64,0,1,83.999
35,1,4,66.225,0,1,-14.7
51,1,2,49.566,0,1,85
47,0,4,46.983,0,1,12.115
47,0,3,32.649,0,1,6.749
55,1,3,44.184,0,1,9.549
51,0,3,20.691,0,1,-0.7
34,0,4,36.702,0,1,7.399
49,0,1,26.679,0,0,10.535
46,0,5,12.954,0,0,-2.364
31,1,1,23.208,0,0,1.411
26,0,1,34.83,0,0,-17.275
64,0,1,17.04,0,0,-6.7
60,0,2,37.794,0,1,3
62,0,2,30.381,0,1,20
62,1,4,63.786,0,1,197.75
25,0,2,50.649,0,1,-12.001
44,0,2,21.411,0,1,12.079
55,1,3,18.375,0,1,8.111
46,0,5,41.622,0,1,10.6
35,1,2,40.674,0,1,-0.55
44,1,3,44.79,0,0,107
42,0,4,66.111,0,1,8.42
47,1,4,102.63,0,1,79.9
31,0,4,44.868,0,1,1.5
57,1,1,53.004,0,0,37.75
48,0,4,40.326,0,1,-2.965
53,1,1,34.653,1,1,-0.456
57,0,3,17.988,0,1,10.199
35,0,4,40.224,0,1,30.57
42,1,5,26.58,0,0,16.35
46,1,3,44.154,0,1,37.049
48,0,2,29.496,0,0,7.5
28,0,3,48.12,0,1,-4
53,0,1,21.816,0,0,-1.6
57,0,2,104.346,1,0,66.499
26,1,3,29.344,1,0,1.312
64,1,2,39.537,0,1,65
28,0,5,13.65,1,1,-0.451
59,0,1,10.788,0,0,-0.18
27,0,1,24.564,0,0,-1.17
37,0,2,25.134,0,1,1.586
30,1,5,33.111,0,1,-0.7
27,1,3,28.704,0,0,0.538
27,1,4,31.068,0,1,0.272
48,1,6,36.528,0,1,3
43,0,4,20.697,0,1,0.371
32,0,1,40.8,1,0,-3
50,0,3,18.186,1,0,74.999
26,0,1,24.3,1,0,8.46
29,0,4,102.996,0,1,8
39,1,3,40.179,0,1,26.5
40,1,4,50.292,0,1,-6.258
26,0,2,55.779,0,1,0.999
30,1,3,21.63,0,0,-0.41
53,1,2,46.824,0,1,13.7
35,1,3,58.911,0,1,19.25
34,1,3,102.666,0,1,95.7
43,1,2,52.347,0,0,-3.6
52,0,3,33.624,0,1,0.075
34,0,4,21.348,0,1,1.65
41,0,4,82.2,0,1,2
37,1,2,37.491,0,1,-2.8
37,1,5,59.817,0,1,-10.3
37,1,4,35.976,0,0,-4.9
63,0,5,31.209,0,1,-1.45
45,0,2,50.025,0,1,-6.4
27,1,1,14.76,0,0,-7.69
35,0,3,16.896,0,0,-0.014
41,0,3,48,0,1,2
56,0,1,14.73,0,0,0.205
36,0,5,73.578,0,1,3.3
47,1,2,61.602,0,1,-3.201
54,0,1,13.797,1,0,1
62,0,2,35.55,0,1,108.498
27,0,1,25.782,1,0,0.949
42,0,4,26.19,0,1,-0.7
38,0,1,15.3,1,0,0
41,0,5,33.6,0,1,1.2
42,1,1,34.44,1,0,-0.41
26,0,3,27.96,0,1,-2.01
40,0,1,63.204,1,0,96.354
28,0,2,71.259,0,1,8
48,0,4,45.618,0,1,18.43
49,0,5,25.641,1,1,-0.838
42,1,4,61.8,0,1,65.34
40,0,1,24.36,1,0,8
44,0,6,49.656,0,1,0.35
37,1,4,41.784,0,1,47
40,1,4,76.866,1,1,3.5
40,1,6,65.346,0,1,54.86
33,0,5,44.7,0,1,-1.14
29,0,2,62.52,0,1,-0.5
25,0,4,17.28,0,1,0
31,0,2,25.308,0,1,0.1
29,0,1,17.28,0,0,0.499
28,0,1,19.5,1,0,-0.15
29,0,6,27.486,1,1,-0.609
44,1,1,57.306,0,0,-32.5
49,0,3,47.691,0,1,4.75
35,1,3,117.9,0,1,4
30,1,6,25.533,0,1,-13.115
40,0,1,14.52,1,0,0.5
51,1,5,77.85,0,1,351.3
28,0,2,16.32,0,1,0
57,1,2,43.398,0,1,56.3
55,0,1,14.538,0,0,50.37
27,0,2,35.31,0,1,-2.05
37,0,3,28.5,0,0,-8
49,1,3,36.684,0,1,-0.054
48,1,2,39.312,0,1,8.8
35,0,4,31.398,1,1,77
25,1,1,25.38,1,0,1.7
28,1,4,21.216,0,1,-13.7
27,0,4,25.953,0,1,-0.32
35,0,1,40.005,1,0,-24.9
40,0,1,22.5,1,0,-0.98
36,1,4,47.556,0,1,44.5
38,0,2,101.886,0,0,90.5
48,0,3,70.368,0,1,4.6
43,0,1,25.2,1,0,2.61
42,1,4,62.889,0,1,40.97
49,1,2,26.505,0,0,5.74
44,1,1,35.52,1,0,33.313
45,0,2,25.32,0,0,1.6
35,0,4,70.29,0,1,-14.5
37,1,1,36.09,1,0,14.875
44,1,6,22.668,0,1,41.899
27,1,1,30,1,0,-15.72
34,0,3,18.975,0,1,1
30,0,1,45.15,1,0,-7
29,0,2,52.2,0,1,9.499
48,0,3,26.604,0,1,0
42,0,4,34.785,0,1,-4.9
50,0,1,13.74,1,0,0
38,0,1,17.694,0,0,0
55,1,2,36.72,0,1,37.348
28,0,2,24.192,0,0,-0.701
46,0,2,14.04,1,0,0
33,0,1,11.238,1,0,-6.3
34,0,2,21.645,0,0,-4.85
40,0,3,50.742,0,0,0.15
32,0,3,22.08,0,1,-0.128
36,0,3,12.75,0,1,-0.627
40,0,1,12.24,1,0,0
48,1,2,18.297,0,0,8
49,0,2,36.72,0,1,-1
45,1,2,138.441,1,1,144.426
40,0,4,48.402,0,1,232.6
50,0,2,30.42,0,1,-9.868
41,0,3,35.52,0,1,-12.797
47,0,1,33,1,0,2.899
61,0,2,42.528,0,1,46.249
42,0,4,54.963,0,1,-10.843
39,1,3,44.586,0,1,68.165
47,0,2,16.407,0,1,-5.951
35,0,6,16.917,0,0,0
35,1,2,34.854,1,1,22.749
28,0,6,29.922,0,1,-1.6
37,0,4,35.109,0,1,-5.32
39,0,5,57.201,0,1,42.245
42,1,2,24,0,1,-11
31,1,2,27.12,0,1,-4.875
58,1,4,95.34,0,1,67.606
62,1,3,95.43,0,1,324
39,1,5,41.793,0,1,10.9
49,1,2,77.424,1,1,302.594
53,1,1,68.196,0,0,17
25,0,4,11.112,0,1,0
26,0,3,16.215,0,1,0.05
34,1,4,39.45,0,1,23.11
40,1,2,74.418,0,1,0.434
31,1,4,49.41,0,1,3.9
29,1,1,31.842,1,0,3
56,0,4,18.402,0,1,-0.02
56,0,4,21.6,0,1,3
51,0,1,19.815,0,0,-3.8
27,0,5,30.162,1,1,1.2
43,1,5,55.716,0,1,-2.9
45,0,3,54.15,0,1,10.181
26,0,4,18.006,0,0,-0.835
40,1,3,16.995,0,0,0
35,0,4,47.421,1,1,19.249
55,0,5,45.99,0,1,26.749
37,0,4,15.72,1,0,0
26,0,5,61.71,0,1,-4.1
52,1,4,25.128,0,1,-4.4
54,1,1,36.012,0,0,39.271
54,1,2,73.311,0,1,36.983
26,0,1,15.615,0,0,0.757
42,0,2,23.4,1,0,-4.8
36,0,4,67.32,0,1,16.55
45,0,5,19.848,0,1,0
54,0,3,51.654,0,1,1.733
36,1,1,22.749,0,0,-4.49
39,1,2,93.12,1,0,116.632
52,1,3,66,0,1,6.11
42,0,4,13.851,0,0,0.015
36,1,1,24.09,0,1,0.7
28,0,4,31.8,1,1,-1.335
33,0,4,21.228,0,1,0.02
25,0,2,18.39,1,0,0.5
60,1,3,110.316,0,1,86.582
27,0,1,39.6,1,0,-3
25,0,2,26.535,0,1,0.4
31,0,4,21.42,0,1,0
32,0,4,24.396,0,1,14.178
37,0,5,35.7,0,1,-1.3
38,0,4,51.354,1,0,-2.8
39,0,1,45.42,1,0,34
32,0,4,93.954,0,1,38.678
26,1,3,13.275,0,1,-0.541
26,1,2,35.244,0,1,-7.35
51,1,1,43.56,0,0,127.174
57,0,2,92.16,0,1,-4
42,1,5,43.707,0,1,0.158
38,1,3,42.6,0,1,-0.68
31,1,1,24.39,0,0,3.15
31,0,3,41.376,0,1,33
40,0,2,16.8,1,0,-1.984
56,0,2,11.49,0,1,-8.8
34,0,4,21.816,0,0,-3.6
28,0,1,30.21,0,0,-5.45
62,1,1,24.966,0,0,57.184
33,1,5,33.849,0,1,-11.641
47,0,3,74.67,0,1,72.057
42,1,2,49.668,0,1,25.525
46,0,7,34.131,0,1,1.208
26,0,1,10.2,1,0,-0.385
28,0,4,24.99,0,1,-0.671
52,0,3,51.03,1,1,52.85
34,0,4,60.615,1,1,1.258
26,1,2,26.43,0,0,9.7
56,0,2,32.376,0,1,0.4
25,0,2,37.257,0,1,1.4
39,0,4,60.594,0,1,-2.172
64,0,2,21.657,0,1,0.428
30,0,3,13.44,0,0,0.111
29,1,5,32.985,0,1,-2.625
39,1,5,17.079,0,1,0.015
39,0,1,47.499,0,0,70.6
52,0,3,21.24,1,0,0.05
43,0,1,13.743,0,0,0
32,0,1,29.244,0,0,-0.158
27,0,2,71.598,0,1,-1.75
50,1,2,52.11,1,0,44
63,1,3,19.38,0,1,0
45,0,6,50.883,0,1,0
38,1,4,11.604,0,1,43
38,0,4,18.93,0,0,-4.391
58,0,2,11.433,0,1,0
33,1,4,58.572,0,1,9
53,1,1,44.277,1,0,169.8
46,0,1,90.141,1,0,137
54,0,1,26.316,1,0,0
31,0,3,26.862,0,0,0
33,1,2,26.943,0,0,10.41
26,1,2,35.583,0,1,-1.45
47,0,4,23.01,0,1,-5.15
27,0,2,47.376,0,1,4.206
29,0,1,11.505,0,0,0.112
34,0,1,17.352,0,0,11.955
40,0,1,21.63,0,0,-1
44,1,4,68.535,0,1,25.794
53,0,2,43.521,0,1,3
61,0,2,59.94,0,1,88.868
49,0,4,16.812,0,1,0
27,0,1,12.093,0,0,-1.37
34,0,4,15.6,0,1,-0.29
31,1,3,35.586,0,1,1
50,0,5,19.92,0,1,-3
32,0,5,28.872,1,1,-5.7
27,0,1,18,1,0,0.8
39,0,2,55.191,0,1,-8.752
26,0,4,22.305,0,1,0.964
56,1,2,15.882,0,1,15.05
33,1,3,20.13,0,0,1.68
26,0,1,30.255,1,0,4.25
36,0,4,10.944,0,1,-4.3
44,1,3,21.099,0,0,0.15
33,0,3,30.966,0,1,29.771
35,0,3,22.14,0,0,1.69
28,0,2,51.117,0,1,10
27,0,4,41.436,0,1,8.459
35,0,4,47.922,1,1,-4.8
26,1,2,14.523,0,1,1.199
30,0,5,29.478,0,1,-1.494
28,0,3,15.045,0,0,-0.612
30,1,5,20.7,0,1,-3.25
28,0,2,42.051,0,0,-7.8
31,1,3,23.367,0,0,1.606
37,0,6,28.038,0,0,-6.05
39,0,5,54.315,0,1,29.498
41,0,4,70.671,0,1,-0.355
38,0,4,54.765,0,1,-10.9
40,1,5,81.252,0,1,13.95
51,1,3,46.98,0,1,10.44
25,0,1,18.903,1,0,0.02
29,0,3,33.075,0,1,-2.675
32,0,1,35.331,0,0,11.14
49,0,4,41.154,0,1,0.34
41,0,3,46.791,0,1,1
33,0,1,14.877,1,0,0.25
45,1,3,23.64,0,1,70.05
32,1,6,15.384,0,1,-0.701
44,0,4,109.125,0,1,104.698
44,0,5,32.205,0,1,33.569
60,0,2,38.361,0,1,72.598
53,0,3,106.956,0,1,135.573
29,0,2,18.48,0,0,0.01
39,1,2,34.95,0,0,79.518
52,1,1,14.805,0,0,-0.05
52,0,1,11.91,1,0,-2.501
59,0,2,13.332,0,1,-0.7
54,1,2,10.374,0,1,1.158
34,0,5,33.954,0,1,-7.955
34,1,7,21.6,0,1,1.8
44,0,1,13.005,1,0,0
47,0,4,42.15,0,1,-5
31,0,1,43.116,1,0,23.699
40,1,3,33.714,0,1,-8
33,1,1,48.174,1,0,4.636
42,0,3,18.54,0,1,0.096
35,1,2,60.3,0,1,18.5
62,1,2,21.276,0,1,-30
44,0,3,44.934,0,0,7.347
36,0,4,55.152,0,1,28.7
58,1,1,70.971,0,0,121.853
60,0,2,35.859,0,0,40.411
37,0,2,14.085,0,1,3.137
29,1,2,28.122,0,0,3.673
34,0,3,20.88,0,1,-0.096
56,0,4,16.092,0,1,2.999
60,0,4,43.32,0,1,7.5
29,0,4,44.472,1,1,-3.495
34,0,3,21.6,0,1,-0.4
40,1,5,27.768,0,1,-0.65
34,1,3,24.144,0,1,-0.4
32,0,4,24.96,0,1,0
46,0,2,28.8,1,0,0
40,0,2,19.2,0,0,0
28,0,3,23.883,0,1,-7.795
38,0,5,14.892,0,1,-2.415
63,1,1,18.33,0,0,73.75
37,0,2,44.316,0,1,4.5
42,0,7,24.6,0,1,0
48,1,1,20.439,0,0,0.7
61,0,1,25.233,0,0,16.61
41,1,5,36,0,0,5.8
33,0,4,50.751,0,1,15
60,0,1,13.29,1,0,0.499
28,0,6,30.015,0,1,-0.85
46,0,6,17.28,0,0,0
52,1,2,53.43,0,0,0.2
46,1,4,17.994,1,0,23.3
34,1,1,16.803,0,0,-3.6
59,1,2,67.482,0,1,181.5
40,1,4,56.037,0,1,1.2
36,0,3,30.72,0,1,3.599
45,0,4,54.738,0,1,5.673
48,1,1,24.765,0,0,0.98
51,1,1,67.5,1,0,179.8
47,0,5,17.904,0,1,0
52,1,3,28.233,0,1,24.745
45,1,2,20.4,0,1,7
32,1,3,49.635,0,1,8.846
25,1,4,22.11,0,1,-8.41
35,0,10,21.216,0,1,-1.48
41,0,3,19.641,0,0,-7.92
58,1,2,10.2,0,0,0
33,0,3,16.32,0,0,-0.07
32,0,2,18.756,0,0,0
45,0,3,27.648,0,1,-4.1
26,0,5,45.9,0,1,-4.7
31,1,2,51.6,1,1,2.927
62,0,5,68.076,0,1,12
46,1,4,21.24,0,1,-502.302
35,0,1,16.194,1,0,0.077
48,1,4,38.517,0,1,7.2
28,0,3,32.43,0,1,1.5
43,0,5,25.872,0,1,0.349
25,0,5,44.07,0,1,12
31,0,4,18.642,0,1,0.75
49,0,3,19.392,0,1,1.08
35,1,5,40.56,0,1,-1.3
45,0,2,32.25,0,0,58.1
42,0,5,25.281,0,1,-3.969
42,0,6,71.046,0,1,-3.5
51,1,6,76.263,0,1,1.407
44,1,4,88.074,0,1,6.457
55,0,1,15.93,0,0,-0.87
28,0,3,11.688,0,0,-1.7
55,0,1,15.135,0,0,0.249
38,1,1,22.806,1,0,0
30,1,4,64.944,0,1,19.689
61,0,2,70.557,0,1,39.354
33,1,4,100.296,0,1,62
53,1,2,13.497,0,1,0
36,1,4,68.019,0,1,56.805
31,0,2,16.02,0,0,-0.788
35,1,3,69.789,0,1,35.077
59,1,3,104.121,0,1,162.741
46,1,5,20.406,1,1,-0.66
39,0,3,10.5,0,1,0.05
54,0,2,71.604,0,1,23.898
39,0,3,13.65,0,0,0
33,0,5,12.264,0,1,0.4
50,0,3,76.26,0,1,50.7
26,1,3,16.854,0,0,-6.472
53,0,8,12.852,0,1,0
34,0,5,21.672,0,1,2.7
59,0,2,41.934,0,1,21.991
46,1,4,58.611,0,1,49.75
38,0,3,25.683,0,0,0.1
32,0,2,40.215,0,1,0.82
30,0,2,19.386,0,0,0.099
53,0,2,35.016,0,0,68.1
40,0,2,10.56,1,0,0
33,1,1,15.165,1,0,0
41,1,1,34.692,1,0,18.09
37,0,4,16.788,0,1,-6.4
25,0,1,16.8,1,0,-1.125
36,1,3,28.5,0,0,4.412
46,0,2,25.8,0,1,18.55
29,0,5,28.005,0,1,-5.872
45,1,2,96.945,0,1,34.98
30,0,2,57.996,0,1,-15.6
44,0,1,19.56,0,0,-6.5
39,0,5,41.088,0,1,1.97
48,1,3,115.527,0,1,14.538
50,1,2,99.084,0,1,110.35
48,1,2,132.009,0,1,161.843
60,1,2,55.545,0,1,71.197
41,1,4,104.169,0,1,55.471
49,1,2,54.315,0,0,64.6
52,0,2,56.514,0,0,55.798
54,1,1,81.282,1,0,61.4
64,0,1,10.89,0,0,-4.91
31,0,3,17.679,0,0,-0.55
39,1,1,39.168,1,0,8.4
39,0,2,70.65,0,1,10.6
39,0,1,23.046,0,0,9.918
39,0,3,25.155,0,1,-1.9
42,0,4,30.6,0,1,0.2
32,1,1,18.45,1,0,2.64
30,0,4,18,0,0,0.8
45,1,2,15.3,0,0,-5.6
50,0,4,49.164,0,1,-2
41,0,1,36.162,0,0,0.27
34,0,2,60.108,1,1,4.999
35,0,2,32.208,0,1,-0.1
30,0,4,15.822,0,1,-0.55
26,0,1,37.5,1,0,-4.6
33,0,1,36.03,1,0,0.499
44,1,1,27.891,0,0,26.9
50,0,3,76.404,0,1,11.75
31,1,4,48.522,0,1,35.85
47,0,2,36.768,0,0,28.359
43,1,3,51.816,0,1,67.999
55,0,4,15.15,0,1,-4.45
33,0,4,27.486,0,1,-0.768
48,1,4,50.772,0,1,80.248
49,0,3,12.675,0,0,32.568
46,1,4,47.139,1,1,8.947
37,0,4,41.514,0,1,3.5
40,0,4,12.12,1,0,0.05
32,1,2,100.296,0,1,28.2
45,0,1,42.576,0,0,-4
56,1,3,101.19,0,1,5.696
32,0,3,74.862,0,1,6.971
60,1,4,23.325,0,1,2.95
30,0,2,16.8,1,0,0.05
59,0,1,58.896,0,0,0
44,1,3,133.596,0,1,177
36,1,1,36.354,0,0,5.162
29,0,4,29.994,0,1,-2.168
29,0,2,40.074,0,1,-0.9
47,0,1,48.954,0,0,0
52,0,4,22.791,0,1,0.7
60,0,2,15.894,0,1,14.583
29,0,1,33.381,1,0,-1.6
56,0,2,20.979,0,1,26.255
61,1,2,169.896,0,1,1462.115
31,1,3,29.664,0,1,-4.3
33,0,3,38.073,0,1,-4.75
60,0,3,23.568,0,0,31.799
50,0,2,55.314,0,1,13.108
34,1,3,22.17,0,0,-0.15
49,0,2,45.6,0,0,24.1
51,0,2,53.67,0,1,20
33,0,7,30.864,1,1,-3.45
57,1,1,23.079,0,0,0.954
42,0,3,37.2,0,1,80.4
63,0,2,43.902,0,1,-0.4
44,1,2,46.275,0,1,10.849
28,0,1,15.315,1,0,-0.351
29,0,2,49.2,0,1,-9.1
26,1,3,28.683,0,1,0.327
47,0,3,42.951,0,1,6.834
49,1,1,24.45,0,0,0.015
44,0,3,60.903,0,1,-22.794
60,0,1,13.788,0,0,12.759
60,0,2,26.4,0,0,80
41,1,4,50.547,0,1,-22.652
41,1,4,85.638,0,1,39.7
34,0,5,56.409,0,1,36.741
42,0,5,92.775,0,1,14.9
46,0,4,68.823,0,1,1.865
32,1,1,26.958,0,0,28.76
50,1,6,32.805,0,1,35.199
47,0,3,31.431,0,0,9.5
27,0,2,10.2,0,1,0
56,1,3,31.131,0,1,5
50,1,3,45.453,0,0,58.95
55,0,2,23.64,0,1,55
27,1,1,86.574,1,0,1.749
26,1,1,20.724,1,0,1.73
33,0,3,42.699,1,1,33.725
63,0,6,36.633,0,1,7.751
38,1,4,42.597,0,1,10.666
58,0,1,21.822,0,0,5.299
34,0,4,29.106,0,1,2.8
45,1,2,34.095,0,0,24.082
31,0,3,44.598,0,1,-1.4
26,1,1,22.95,1,0,2.36
39,0,1,88.2,1,0,103.2
58,0,2,20.016,0,1,0
32,1,1,24.564,1,0,-3.3
37,0,3,12.63,0,0,0.5
45,1,1,22.953,1,0,125.179
42,0,4,42.819,0,1,-15.321
49,0,1,25.923,0,0,3.75
42,0,4,53.514,0,1,-299.75
45,0,5,32.49,0,1,11.934
39,0,2,20.148,0,0,0
50,1,2,12.24,1,0,-5
29,0,1,21.66,0,0,6.005
45,1,3,67.425,0,1,72.65
37,0,4,53.835,0,1,62.55
50,0,4,65.901,0,1,236.331
27,0,1,26.94,1,0,-7.545
41,1,1,23.454,0,0,0.158
54,0,3,36.636,0,1,19.513
39,1,5,32.139,0,1,-1.597
32,0,4,28.56,0,1,2.76
62,1,2,55.128,0,1,43.536
33,0,3,34.806,1,0,23.85
59,1,2,69.435,0,1,115
45,0,3,39.207,1,0,2.499
26,1,2,31.689,0,1,-0.34
29,0,1,12.6,1,0,-0.8
38,0,3,20.478,0,0,2
30,0,3,17.1,0,1,-1
30,0,1,23.118,0,0,-0.4
53,0,4,46.932,0,1,12.2
43,1,4,66.033,0,1,18.315
34,0,2,105.246,0,1,28
46,1,3,52.248,0,0,66.947
58,1,1,44.373,0,0,55.694
47,1,3,16.719,0,0,0.425
28,1,1,42.54,1,0,42.6
30,0,4,15.3,1,1,-2.45
43,1,2,26.298,0,1,0.785
48,1,4,126.396,0,1,23.173
44,0,3,72.975,0,1,0.3
63,0,3,16.536,0,1,0.1
46,0,3,45.531,0,1,10.56
49,1,4,41.592,0,1,-2.135
45,1,1,27.6,0,0,7
52,1,4,44.25,0,1,18
48,0,4,40.41,0,1,8.499
29,1,1,56.844,1,0,32
32,1,3,24.84,0,1,-4.422
48,0,2,41.007,1,1,-1.889
42,0,4,32.13,0,1,0.199
31,0,2,17.127,0,1,-3.605
28,0,3,34.503,0,1,-7.7
49,0,1,39.801,0,0,3.2
38,0,4,23.85,0,1,-7.131
35,0,5,18.576,0,1,-2.2
55,1,3,51,0,1,94.4
26,0,2,35.325,1,0,4.249
42,0,3,28.554,0,1,9.004
60,0,2,58.83,0,1,2.75
38,0,4,37.197,0,1,-5.122
43,1,4,69.693,0,1,-1.863
30,1,4,66.123,1,1,7.456
52,0,1,23.76,0,0,-17
43,0,1,11.424,1,0,1
29,0,2,45.612,0,1,-14.523
44,0,4,41.961,0,1,-47.08
40,0,3,52.647,0,1,2.318
49,0,3,24.882,0,1,-3
29,0,3,51.879,0,1,0.072
39,0,2,51.123,0,1,21.2
47,0,5,33.933,0,1,0.075
29,0,1,36.744,0,0,5.092
35,0,2,23.268,0,0,0.611
25,0,1,36.546,0,1,0
46,0,2,31.2,1,0,-3.467
37,0,1,15.771,1,1,0
31,0,3,27.15,0,0,-3.9
45,1,2,59.616,0,0,-18.866
25,1,1,36.531,1,0,8.814
32,0,1,24.024,1,0,0.799
32,1,1,36.3,0,0,4.7
39,1,5,31.95,0,1,-1.9
41,0,1,22.8,1,0,-0.784
33,1,1,30,1,0,3.2
37,0,1,22.482,0,0,-1.44
56,0,3,48.69,0,1,4.7
36,1,1,56.88,1,0,-2.825
54,0,2,12.825,0,0,8.24
35,0,1,17.913,1,0,0.35
51,1,1,33.585,0,0,47.459
55,0,2,60.705,0,1,75
29,0,2,24.384,0,1,-30.91
31,0,2,38.151,1,0,-0.47
51,1,3,43.824,0,0,3.22
31,0,1,27.9,0,0,3.718
31,1,2,31.905,0,0,15.599
30,0,2,45.96,0,1,40
27,0,5,14.76,0,0,-2
30,0,3,27.192,0,1,16.6
53,0,2,75.012,1,1,-88
32,1,5,20.901,0,1,2.225
25,0,1,30.651,1,0,0
35,0,3,23.073,0,0,-2.16
42,1,5,35.733,0,1,24.45
27,0,1,21.9,1,0,-3.4
34,1,6,57.372,0,1,13
25,0,1,14.079,0,0,0.35
45,0,2,60.654,0,1,86
43,1,4,77.496,1,1,78.019
29,0,2,10.8,0,1,-5.763
28,1,2,10.455,0,0,-2.58
28,1,1,29.514,1,1,21.75
37,1,1,38.772,0,0,44.963
61,0,2,172.092,0,1,469.4
31,1,5,32.271,0,1,-2.48
26,0,1,37.35,1,0,11.5
37,0,3,11.313,0,0,0
41,0,4,22.617,0,1,-1.55
38,0,5,47.043,0,1,22.3
27,1,3,44.4,0,1,0.45
25,1,1,20.169,1,0,-0.125
30,0,1,26.394,1,0,0
39,1,1,10.14,0,0,6.15
25,0,1,20.4,1,0,0
28,0,1,30.879,0,0,7
30,1,3,70.962,0,1,39.296
25,0,2,57.147,0,1,50.572
32,0,5,26.973,0,1,2.1
61,0,2,21.876,0,1,-11.66
27,0,2,28.2,1,1,-2.4
60,0,3,17.4,0,1,0
40,0,1,36.06,0,1,31.649
36,0,2,93.648,0,1,90.93
59,1,1,40.2,1,0,1.1
50,1,2,103.896,0,1,171
51,1,3,69.987,0,0,475.632
42,0,5,75.036,0,1,-1.53
43,0,4,85.575,0,1,51.299
56,1,4,108.621,0,1,108.8
37,0,4,18,0,0,1.2
40,0,4,20.4,0,1,-1.3
29,0,1,12.69,1,0,29
61,0,2,17.967,0,0,32.648
43,0,7,45.594,0,1,0.22
30,0,2,45.948,0,1,44
29,0,2,30.606,0,1,-0.9
53,1,2,23.55,0,1,-8.259
52,0,3,48,0,1,12.8
29,0,5,31.74,0,1,-5.559
44,1,4,41.298,0,1,0.05
34,1,3,19.044,0,0,1.85
45,1,3,42.534,0,1,-0.813
36,1,3,70.974,0,1,24.042
64,1,2,46.404,0,1,107.999
42,0,4,52.884,0,1,11
32,0,1,13.8,0,0,-19.565
61,0,1,18.204,0,0,25.398
25,0,3,28.335,0,1,-7.6
27,1,1,28.458,1,0,7.65
31,0,1,10.755,0,0,0.1
51,1,1,31.65,0,0,52.475
48,0,1,27.66,0,0,37.894
26,1,2,51.48,0,1,32.15
